,Unnamed: 0,docid,text_data,dupe_count
1316,63393,143611,"I support strong net neutrality. Based on results through history, it is completely asinine to believe businesses will regulate themselves in a meaningful and just way.  Please do not lax these laws",-1.0
1317,360424,941861,"This bill benefits telecom special interests at the expense of free speech, innovation, and society at large. Please vote no.",-1.0
1318,1931139,7597880,The internet should be free for all.,-1.0
1319,521389,2152543,Keep the net neutrality rules in place.   ISPs should not be allowed to choose which sites get slow or fast service.,-1.0
1323,167628,314518,I support strong net neutrality backed by Title II oversight of Internet Service Providers (ISP).  Net neutrality is a critical component of our thriving democracy.,-1.0
1324,2507003,10210172,"Etsy Shop etsy.com/artbybobgately\n\nChairman Pai\xe2\x80\x99s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.\n\nAs an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.\n\nEtsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai\xe2\x80\x99s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.\n\nMoreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.\n\nMy business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.\n\nWe need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC\xe2\x80\x99s proposed rules.\n\nI'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.\n\nThank you!\r\nBob Gately",-1.0
1326,1710176,6470623,"Please keep strong net neutrality rules backed by Title II. Don't roll back regulations, this is not in the interests of the people!",-1.0
1328,2770563,10746439,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
David Corbett",-1.0
1329,1659300,5024827,This is an outrage. My phone service doesnt slow downafter I called too many people.  Keep the net neutral.,-1.0
1331,2038327,7760111,"If Net Neutrality is done away with, the FCC is trampling on the capitalistic rights of small businesses and entrepreneurs to create a larger customer based through creating websites for their business(es) and ads for other websites. This will cause small business to dwindle and create a monopoly for large corporations.",-1.0
1333,1617525,4971097,"Please don't screw over the rest of the world. You already put the Trump in power, lets not screw up anymore. Listen to Jon Oliver. Preserve Net Neutrality - its not hard. Lets us common sense.",-1.0
1334,179115,335070,"Title 2 must be applied.  Net neutrality is a public good.  The internet is primarily, preeminently, first and foremost, a utility that must be equally available to all users and not controlled by internet providers.",-1.0
1339,2235766,8149710,Please do not change net neutrality as it is now!,-1.0
1340,2402559,9306288,Please publicly support the FCC's existing net neutrality rules based on Title II.\n\nThank you!\r\nKatie Russo,-1.0
1343,1625676,4981219,"Save Net Neutrality!  No one wants a biased net, particularly one biased by people (executives) who are completely unaccountable to the people.  It will be disastrous to allow internet providers to discriminate on which content gets prioritized and which gets curtailed.  We saw this in the past, with Comcast restricting the throughput of sites offering movie and TV content (Netflix, Amazon, Hulu, etc.) to detract from such sites in comparison to their cable TV offerings.  This was resolved when Net Neutrality went into effect; we'd have to assume this will return if your fake ""freedom"" is implemented.  And what about the small businesses of the US, the engine of employment and the economy?  Such sites won't be able to pay the fees large corporations can for ""enhanced"" net availability.  Your fake ""freedom"" will squash such companies and their innovative offerings.  Treating the Internet as anything other than a utility is amoral and unethical - very anti-freedom and unAmerican!!  NO ONE WANTS A BIASED INTERNET!!!!",-1.0
1348,289787,613849,"Allowing an organization that provides both cable and internet (most do provide both) to restrict the traffic of alternatives to cable by way of their internet allows them to force out competition most unfairly. If they were being fair they wouldn't worry so much about competition. This will destroy multiple companies offering streaming services and with viable, free broadcast television stations loosing federal funding. The cable providers will soon have a monopoly ( us or nothing). Voters are also consumers in this society and if we loose our protects the Republicans will most definitely loose our votes. John Locke said that governments who fail their people are replaced. Well, we don't want this. We don't want monopolies. Do you dare fail us?",-1.0
1352,56144,132872,I support strong net neutrality backed by strong title 2 oversight of ISPs,-1.0
1353,369707,972133,"I write this in the hopes that the head of the FCC will re-think his position on Net Neutrality. Internet Service Providers should be kept under Title II and there should be no 'fast lane/slow lane' for those companies who can afford the costs. The internet has been equal for all, and should remain so.",-1.0
1354,2612409,10356728,"I am concerned as a small business owner, that I will not be able to compete on what should be a level playing field.  ISPs should not be in the business of charging me an extra fee to deliver the same amount of content as other larger businesses in my field, let alone being able to build a brand awareness to consumers at large.  It is imperative to not roll back net neutrality in the name of something that hasn't been proved.  That is reduced investment in internet providers.\r\nN S McCloud",-1.0
1359,1764978,7134722,Net neutrality is so so important to the fairness in this country.  We MUST fight to keep it.,-1.0
1361,2253758,8179926,"If there is any truth to the FCC representing the small business and individual users  and not just the best interests of large corporations  then the issue of net neutrality should be self evident and actually a non issue.

Like the rest of the public that has had media companies and minimal competition shoved down our throats I do NOT favor giving any further edge or making higher speeds or more access the domain or right to the corporate giants that want to sell and bundle speed and access as yet another profit center.  CAble, phone, TV, have already been sold out to corporations  at least pretend there is some shred of the american concept of equal opportunity and chance to get ahead by not selling off another aspect of our freedom to the highest bidder or lobbyist. Get a grip on something called ethics and the old fashioned notion of doing the ""RIGHT"" thing not just the one that lines your bank accounts.",-1.0
1364,2854938,12230289,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Terry Bissell",-1.0
1365,2040199,7763066,"It should and should always be my right and the rights of all who use the internet to pick and choose what they want to see or do on the internet. Let me be less vague. If i want to watch Netflix, that is my choice, i should not have to wade through advertisements or suffer slower speeds due to one provider or another financial interests. The internet was first built as an exchange of information. In many ways it's still used that way, however it is used for more personal purposes now like entertainment and shopping. Things are bad enough with malware and viruses running around and not just on the ""bad"" websites anymore. The internet belongs to the world, not any one nation. I personally feel that if the internet is going to be required for somethings it should be free, but i will leave that for another debate. I know that if i have to dodge advertisements and other unwanted information to get to where i'm going, well i just don't need the internet that bad. I lived without once and can do again. Life should be simple, its time that our government stopped bowing down to big business and do what is right for the people for once.",-1.0
1366,324743,724187,I support strong regulations on ISPs to ensure net neutrality as governed by Title II.,-1.0
1367,328187,732125,"I strongly support the preservation of ""Net Neutrality"" as it currently stands with Title II enforcement. It is completely ignorant to believe that ISPs will treat competing services equally when it is very easy for them to throttle competitors offerings.  Various ISPs have ALREADY been caught doing just that.  The government's primary function is to ensure that all CITIZENS are treated equally and fairly. Despite what the Supreme Court may have ruled, corporations are NOT citizens and it is time that our government stopped bending over backwards for any corporation willing to throw huge money at lobbyists and Congress and started acting in the best interests of its CITIZENS.",-1.0
1369,2954284,22102940,I believe in strong legislation to sustain and progress net neutrality.  All data and communication via the internet MUST be treated equally in order to preserve free speech and competition.,-1.0
1371,371832,1073377,"'Dear Express Restoring Internet Freedom,

As a constituent of yours I would respectfully ask that you repeal the legislation from the Obama administration regarding the internet regulations.

Regards,
Leo Medsker
25925 W Ave C 12
Lancaster, CA 93536""",-1.0
1373,124886,232945,What is wrong with you people? Keep the net neutrality regulations in place. Do you honestly think we don't know why Ajit Pai and his ilk are trying to do away with them? Leaving it to a former Attorney for Verizon to make decisions 'in the best interest of the people'? What a joke. Shame on you.,-1.0
1374,242151,445689,I strongly support maintaining net neutrality based on Title II. Title I does not suffice.,-1.0
1375,1785959,7233822,"Net Neutrality is an important part of our modern democracy.  Taking that away would lead to poorer service, less competition, and less freedom to access information.  Net Neutrality is important to small businesses and our economy.  Please keep the internet free and open in the spirit of our democracy.",-1.0
1376,465740,1367263,Net neutrality is very important to me.  I do not want to have to worry about sites I visit slowing down or being unavailable.  The government invented the internet and companies have no right to inhibit it's speed just so they can squeeze more money out of people.  You people are despicable.,-1.0
1377,1645640,5010436,I support net neutrality because without it low price and noncommercial traffic will be greatly slowed down.  The internet is especially important for political speech.,-1.0
1378,514207,2077171,"I strongly support net neutrality backed by Title II oversight of ISP’s. I think it is disturbing that the FCC would roll back essential protections. You are supposed to protect the public interest, do your job.",-1.0
1381,330470,735227,I strongly support ISPs being classified under Title II to maintain net neutrality. Internet speeds should be standardized for all and not the highest bidder or company's partners/investors.,-1.0
1383,1935659,7603609,The internet should and always be a public domain and never privatized. To limit access is to limit communication.,-1.0
1385,1794632,7249809,"Leave Obama's Net Neutrality rules in place. The best and only unsullied part about all this online access is that it is open to all, at equal speeds and levels, and that no one with deep pockets can stop someone in their basement from getting their message out. This isn't China, where you can only see what the PRC wants you to see. You take away the rules, and we'll eventually only see what the big companies want us to see. That is not free enterprise. That does not create jobs. That does not foster innovation and a free market economy. That is not what America is all about.",-1.0
1387,2923745,21815779,Let s stop crony capitalism!,-1.0
1392,2234457,8148309,Keep internet access open to all participants. Don't allow it to be a mirror of our society where the wealthiest have the only input that matters to government.,-1.0
1393,325353,725740,The Internet was designed to be a free medium with network neutrality assured and big business held in check on behalf of the public's greater interests.,-1.0
1396,357659,934841,I support strong net neutrality and Title II oversights of ISPs.,-1.0
1398,471406,1409240,The internet is a marvellous invention.  Free communication without corporate control or influence,-1.0
1399,159638,282831,"I am submitting this comment to support TItle II classification of internet providers.  Internet access is a necessary as electricity or telephone access, allowing the providers to run the regulatory regime will cost the nation for decades.",-1.0
1402,1747159,7085922,"America, the land of the free, deserves to keep a free internet. Please don't change the rules.",-1.0
1404,2905279,18409100,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Joe Cortes",-1.0
1405,1358097,3656079,I believe net neutrality is important and strongly support Title II Oversight of ISPs.,-1.0
1407,82977,173328,"As a small business owner, we rely on the social media, web searches, and online marketing to get the word out about our business. We produce children's books and youth fiction, and since we are a small publishing company, our only way of competing with larger publishing companies is in a grassroots kind of way. That being said, we feel that keeping the internet a level playing field has spurred innovation, creativity, and commerce throughout our country and beyond. It's a place where those who are trying to make something from nothing still have a chance to make difference in the world, without being quashed by big business. Let's keep the internet a fertile ground for innovation. Let's keep net neutrality laws in place, specifically the Title II classifications.",-1.0
1408,2354745,9006991,This is our freedom!,-1.0
1410,2249558,8164389,Please leave the Net alone.  Net neutrality protects us and maintains our control of our freedom.  I don't need or want anymore Government or Big Business regulating my life.,-1.0
1411,235657,433072,"I am writing to urge the preservation of net neutrality under as currently stipulated under Title II.   Mr. FCC chair dude, we are hip to your game.",-1.0
1412,49382,122720,"Strong net neutrality is critical for the future digital world. ISP providers must continue to be classified as Type II, and the FCC must continue to protect neutrality as strongly as possible against corporate lobbying.",-1.0
1414,471962,1412599,The Internet should be regulated as a utility. Do not ISPs pick winners and losers.,-1.0
1416,2228569,8142022,Without an open internet it would be impossible to work and study at the speed and efficiency in acquiring information and data as every business an school is accustomed to in today's world!,-1.0
1417,2904604,18180396,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Cindy Hall",-1.0
1418,1982909,7674192,"It is extremely important to me that internet access remain neutral, open, and accessible.  Please support net neutrality.",-1.0
1421,2063528,7800431,The fact this might actually happen just makes the point america isn't what it used to be anymore.,-1.0
1423,1878778,7447665,pls stop prioritizing companies over people. ie a company like Verizon is not a person. its interests are not the interests of the people. its interests are self serving.  keep the internet a protected utility. keep net neutrality.,-1.0
1424,2111565,7903251,One of the most important freedoms for the consumer is to keep the net a free place where creativity and usages isn't hindered by rules and regulations that will make the bigger guys more cash in the end. Keep the internet free!,-1.0
1425,2303352,8431750,The net is my window to the wider world and I would like to keep it open. Having Net Neutrality does just that.,-1.0
1427,210620,386366,"I very, VERY strongly support net neutrality under title 2 oversight of ISPs. Doing this is killing the freedom of the internet and playing into the hands of whoever is ""donating"" to the government.",-1.0
1428,2233993,8147813,A free internet helps maintain competition that continually improves internet affordability for the majority of users. ,-1.0
1431,2299769,8428026,Net neutrality is essential for free speech and for equal access to data via the internet.  The current administration has enough negative press and enough evidence of siding with the highest bidders.  Please don't add net neutrality to the list.  ,-1.0
1433,216351,395960,I believe the internet should stay neutral.  Do not change rules on net neutrality.,-1.0
1436,1789650,7241736,"Net neutrality and equal prioritization on the web is about more than keeping our Netflix from buffering. It is absolutely undeniable by anybody with a numerically positive IQ that equal internet access has quickly developed into a modern first-world necessity. And if you doubt the appropriateness of the word ""necessity"" here, you have never been without reliable internet while attempting to find a job, move residences, complete school work, work in an office, find public resources and transportation, or even be an informed citizen. Allowing ISPs and other corporations to clamp their sweaty mitts around the data pipelines we all rely on (which is just as reprehensible as doing it yourself, by the way) in order to serve the priorities of their pocketbooks is the exact same as saying you don't care. You don't care about your constituents or, hell, American citizens in general being able to proceed with their everyday lives without undue difficulty and stress.",-1.0
1437,1997907,7695289,"I am for Net-neutrality and I am so very disappointed that businesses are one getting greedier and the FCC will allow this. I have the right to choose what I watch; not only watch who pays the best to providers. Please do not let this pass.
Katie Tamone",-1.0
1438,72771,157872,Keep the Title II Net Neutrality rules! We don't care about your politics and corporate allegiances. We want the content that what we pay for.,-1.0
1439,2639795,10394649,"Net Neutrality is vital to the future of business in this country. If you are in favor of job creation and increased growth in technological sectors you must stand against those who want to end Net Neutrality. If allowed to expire corporations would be in a position to harm not just the flow of information, but jobs, creativity and the American principles of freedom and fair play. \r\nJohn Marino",-1.0
1441,2247653,8162366,I operate a part-time (very small) consulting operation. The internet is my lifeline to those I support. I can not afford to compete with the big guys or pay more for access. I believe that the Internet was always intended to have unencumbered equal access (net neutrality). ,-1.0
1442,324765,724233,I demand you preserve net neutrality.,-1.0
1443,1652967,5018148,"Students doing their homework.
Dad communicating with his Military son over sea's
Mom hearing the cry of her first grandchild.
Know what all these people have in common ?
They are using computers and net neutrality protections.
DON'T TAKE AWAY THE NET NEUTRALITY PROTECTIONS!! 


",-1.0
1445,295674,629566,I unequivocally support strong net neutrality rules backed by Title 2 oversight of internet service providers (ISPs).,-1.0
1446,1646990,5011856,The internet is what will drive our world in a future that is going to make some paradigm shifts.  Closing it off so that it's largely controlled by speedgates is potentially catastrophic to a future we'll be at soon.  Let innovation drive our future by keeping it open.,-1.0
1452,58735,136693,I support strong net neutrality. Please make it mandatory for ISPs to enforce net neutrality and enable a level playing field for all internet companies and user.,-1.0
1453,2151278,8000695,I think we as a country have already lost most of our freedoms.  DO NOT take our internet as we know it away from us.,-1.0
1455,255032,471556,"The proposed changes that let ISPs dictate which websites they provide higher quality access to is unfair, and would allow these ISPs or other large corporations with enough money to create artificially high barriers to entry for smaller, start-up type companies or individuals, restricting our ability as a country to innovate and grow.",-1.0
1457,520292,2150610,I'm requesting and expressing favor for the preservation of Net Neutrality and Title II,-1.0
1461,185838,346077,Net neutrality is essential for a free an open internet!,-1.0
1462,1355360,3523044,I strongly support Net Neutrality and so do the people of the United States of America (by majority). Employees of the FCC -- the Federal Government -- and honorable servants to the people of the United States of America; Please faithfully represent the people and their views especially those who feel strongly enough about this subject matter to use their free time to voice their opinion. Whether they are in favor or not they should all be considered.,-1.0
1464,387348,1096802,Do not roll back the net neutrality protections.  ISPs should remain under Title 2,-1.0
1466,818,5380,"Net neutrality is the internet's first amendment. Without net neutrality, speech will be owned by a handful of rich corporations. This is a bipartisan issue. This hurts 99.9% of the country. The rest sit on the board at a telecom company.",-1.0
1468,215776,395011,I support title II protection for net neutrality. Don't mess with internet neutrality,-1.0
1470,1740974,7073989,"Net neutrality is the consumers choice, we are the ones that use it, not corporate's choice. Free and open internet is what WE want, and what is our right as consumers.",-1.0
1472,1766357,7140418,"Please keep the internet free. We have enough controlled by corporations, we dont need our internet controlled by greed too!",-1.0
1476,64238,144886,I/we strongly support net neutrality and strong title 2 over site of ISPs.,-1.0
1478,459949,1309650,"How on earth could this be """"for the people""???? Republicans? Democrats",-1.0
1480,12366,34716,"It is a proven fact that if there is an edge available to a company they will exploit that to increase their profits, it's general business.",-1.0
1481,1903208,7520819,Net neutrality is crucial to innovation on the internet.  Network providers should not be allowed to stifle competition between content providers or to throttle certain content providers at their whim.  That would give network providers power over other companies in other industries.  Please preserve the open internet and net neutrality.,-1.0
1482,234956,432026,I  support net neutrality and oppose actions that would end it,-1.0
1483,214942,393702,I support a stronger stance on net neutrality and upholding Title II as a way to regulate ISPs.,-1.0
1485,1661832,5027507,"I want net neutrality preserved.  I use the internet for searches that yield finds different from what I want.  The internet should be a forum instead of a place where I get only what I want.  It should not be a place where society decides, through limitations, what I am supposed to want.  ",-1.0
1486,2910859,21798744,"The internet is meant to be free and open, if it wasent, people would get fed up with corperations filling thier searches with gargbage",-1.0
1488,1824453,7318898,I don't want companies to take over my internet experience,-1.0
1490,382474,1088858,Preserve net neutrality and title 2 standards,-1.0
1492,327640,731159,I support keeping strong Title II net neutrality rules!,-1.0
1493,2911906,21800232,Stop putting dollar signs on human advancement.,-1.0
1494,232019,426659,"Protect net neutrality, stop giving more power to big business, this is America let start ups have the American dream!!!!!

this is a no brainer why are we having to do this to you again!!!!!",-1.0
1495,2250117,8164985,I  support free speech. I support net neutrality.,-1.0
1496,2369572,9037518,Stop letting the rich get richer.,-1.0
1498,1619616,4973580,"Dear Leaders of the FCC,
 
I am writing this letter to you today, because as a AP computer sciences student, we talked about the ever growing topic of Net Neutrality. Seeing this foreign topic, I had no priorr knowledge on what Net Neutrality actually was. After a bit of research, I finally have my own stance on the subject and wanted to share my thoughts with you about it because, there have been a lot of formalities regarding the issue with people agreeing and disagreeing with it. I’d say as personal standpoint I support Rob Wittman's argument to restoring internet freedom. I do think that Net Neutrality is essential and applicable to keeping the freedom that comes with the internet. I think people all over the world should have access to a free and open internet where their privacy is protected. Without it, he suppliers will call the tune, they can  restrict access to their fee based sites, add surcharges, making streaming of content without their adverts impractical and overall ruin how the internet was meant to operate as it was originally intended. 
 
I am in favor of Net Neutrality, because in the long run I think it will ultimately make good business sense. However, there is still the issue of the importance of access to the internet and information that people uses their internet provider lines to download insane amounts of bytes of software, movies, music and games illegally through pirated software like torrents. While this is an issue with people like these; big providers shouldn't get special treatment like more bandwidth and faster speed, because it’ll tear down little start-ups, because they’ll be at a disadvantage. We live in a capitalist society, because we have the rights to invoke competition. With regulations like these, there's no room for competition  between big parties. It also ultimately doesn't fix the issue, because people will still find ways around the structure to get the things they want. Giving special treatment isn't fixing problems like these; more like delaying the inevitable.
 
Overall, I can see why people disagree with the cause and effects, net neutrality will bring and they do make clear and valid points. This debate is a debate because there is no clear winner and more of coming up with a  new perspective that all parties can agree on. I'm glad, the FCC and people Rob Wittman try and work to ensure that Americans have access to a free and open internet where their privacy is protected. Thank you for giving your time to read my letter.
 
Sincerely,
Donte Payne",-1.0
1501,2362015,9017539,"Net neutrality is my right to be an American, to be free, to access jobs and share my own. The ability to be connected and experience opportunities that some may never get to physically live. It gives me the opportunity to share my business and my girlfriends. Restricting the internet and putting collars on your citizens isn't right. ",-1.0
1503,50700,125014,Net neutrality is important and needs strong regulation under Title 2. An attempt to lessen those regulations would be damaging to Internet users and new companies alike.,-1.0
1504,2301549,8429884,"I believe that in a country where we are all supposed to be equal we need to provide equal access to the information content that the internet is able to provide. We do not need greater economic division where money provides more for those who have it, we have enough of that already.  ",-1.0
1508,1092424,3194546,"Hello, I'm Ahmed Sawayn. Net neutrality is shit because without it our ISPs will spy on us!",-1.0
1509,2111425,7902921,I specifically support strong  net neutrality backed by title 2 oversight of internet service provider.,-1.0
1512,4861,12715,"Keep the internet neutral. If the FCC kills net neutrality, most people will know it's because the big dogs (Netflix, AT&T, Disney, Hulu, etc., etc., paid off the FCC.",-1.0
1513,2942151,22073048,"Look at the fool your President just made of himself today.  If you do this, you'll follow his lead.",-1.0
1515,225854,414292,"Ajit Pai, I SPECIFICALLY support strong net neutrality backed by Title 2 oversight of ISPs.",-1.0
1517,2667448,10433166,"It's completely ridiculous that I, and the internet at large, keep having to do this over and over and over again.\n\nThe internet needs Net Neutrality. ISPs have to be regulated under Title II. Chairman Pai is a corporate shill. \n\nYou're getting thousands of these emails, and I've sent them year after year.\n\nLeave my internet and memes alone. Stop selling me out to the highest bidder. Do your job and protect humanity's greatest invention. Tell Chairman Pai to frigg off.\n\nFight for Net Neutrality, not comcast.\n\nthank you\r\nAndrew Husak",-1.0
1518,451963,1234615,Making a change to the regulations on Net Neutrality would be maliciously irresponsible and idiotic.,-1.0
1520,102063,200307,Do not end net nutraility! WE can't stop our greatest innovation. Let our tech companies thrive,-1.0
1521,133874,245232,Preserve title II and net neutrality. Stop lying about your intents too.,-1.0
1523,239708,441676,Preserve Net Neutrality and Title II.   I Support strong net neutrality and title II.,-1.0
1524,371029,1026035,"I strongly disagree with any attempt by the FCC or any other government agency to weaken public policy protecting net neutrality. Removing ISPs from Title II regulation would open the door to unfair, market-distorting, and innovation-curbing manipulation of Internet access for American consumers. Weakening such regulations amounts to an incentive for ISPs to pick favorites, deciding on the Internet’s winners and losers while adding to their already substantial profits. Dismantling the U.S.'s current net neutrality policy will only serve to enrich ISPs to the detriment of content creators as well as consumers.",-1.0
1526,2850178,11721313,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Dennis Salmons",-1.0
1529,247898,457571,I support strong and definitive net neutrality backed by title 2 oversight of ISP's. I support the FCC's choice to include ISP's as title 2.,-1.0
1532,471420,1409324,The internet must remain neutral to all users!,-1.0
1534,74505,160659,I oppose the switch of ISP providers from Title I to Title II.,-1.0
1537,2902726,17937120,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Marjorie Clark",-1.0
1539,49447,122845,I'm in support of net neutrality. Having companies decide how fast I get to view things can lead down a dangerous path of someone else deciding what I can see.,-1.0
1540,152871,273084,I believe in strong net neutrality governance as provided by classifying it under Title II.,-1.0
1548,1633667,4997739,Americans are already force fed by mainstream media and search engines. We don't need service providers doing the same. It seams we are systematically being deprived of our freedoms won for by those before us. Please don't let them strip us of this essential right.,-1.0
1552,91874,186444,I support strong net neutrality backed by Title II(Title 2) oversight of Internet Service Providers (IPSs). Very strong support.,-1.0
1553,2928117,21820641,"Net neutrality is, and should be, an important principle that should not be removed simply for corporate greed. In an age where technology is rapidly advancing and being updated to the modern world, most everything is on the internet. People use it everywhere and for everything: from school, to their jobs, social, to entertainment. 

The removal of net neutrality acts would be to place yet another burden on the lower class, on business, on education. It would become another senseless expense for something we often have to use in our daily lives.

The way things currently are works well because it is an equal playing field. To impose higher fees for something people have already had is an almost discriminatory move and unacceptable. 

Thank you.",-1.0
1556,62163,141788,"I support strongly enforced net neutrality backed by Title II oversight of ISPs, wireless providers, and other forms of digital communication providers.",-1.0
1560,134593,246240,In no uncertain terms: The FCC should unequivocally enforce Title 2 and Net neutrality. To expect ISP's to self govern is a monumental mistake,-1.0
1565,1778024,7184184,What a sad state we live in that we even have to file something like this to have freedom of speech and freedom to access the information of our choosing online.,-1.0
1577,2923915,21815960,Leave the Internet as it is!,-1.0
1585,225591,413856,"I favor strong net neutrality rules, please uphold them.",-1.0
1587,503526,2046195,"Preserving an open internet is crucial for fair and equal access to the resources and information available on it. It is also imperative to continue to allow freedom of speech, a right guaranteed to us by the constitution, and to continue to allow a free market as guaranteed by the antitrust laws. I strongly urge you not to reclassify ISPs.",-1.0
1591,64005,144538,I support keeping strong Net Neutrality backed by Title 2 oversight by the FCC. Corporations have a strong incentive to filter and restrict content based on financial dealings - voluntary neutrality agreements are worthless.,-1.0
1592,2266523,8222849,"Etsy Shop https://www.etsy.com/people/KeepsakeArtAndMore

Chairman Pai’s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.

As an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.

Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai’s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.

Moreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.

My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.

We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC’s proposed rules.

I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.

Thank you!
Lourdes Metz",-1.0
1593,516093,2144569,I am in support of Strong Net neutrality laws under title 2. Please do not revert the protections we as consumers have with how the ISPs are being regulated as of now.,-1.0
1594,1698531,6431843,"Dear FCC,

We as a global community are currently enjoying and benefiting from ""free"" internet. The freedom for every individual no matter race, background or education allows the best and most ambitious human being to drive innovation and progress on this planet. No one should have the power to take away ability to learn and connect-with from individuals who are potentially a next Newton or Bach.

Please let the Internet be what it is now and you will discover what global community can achieve with this versatile tool!
Thank you for your time.

P.S. I have strong belief that many of our planet's most intelligent and educated people are working for the FCC and I have full faith that they will make right decision.

Best regards,
Edgars.",-1.0
1596,180327,337073,"As a common user of internet services, net neutrality is very important to me. Without Title II protections, the idea of an internet whereby information and services do not flow freely is both scary and unAmerican. Please keep strong Title II rules so that the internet remains a neutral ground for all.",-1.0
1597,273535,571110,"Keep the Internet free and open to all and do not let ISPs control content and speed. 
Keep the World Free.",-1.0
1599,2091253,7857574,Keep the internet free of regulations! Limiting a person's ability to expand their parameters in life is a threat to humanity and will solidify any belief that this country is owned by corporations.,-1.0
1602,2250861,8165775,The internet is a gateway to knowledge and the FCC should not try to monetize that. Keep the internet equal and accessible.,-1.0
1605,2219269,8125802,We must keep our Internet Neutral.  For our kids and for our nation internet freedom.,-1.0
1607,2940933,22053519,Take your hands off the internet,-1.0
1611,2909432,21780616,"Without Net neutrality, the internet will encourage discrimination and increase the price of internet access",-1.0
1612,2901619,17752608,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Ida McNutt",-1.0
1615,171004,321452,"Preserve Net Neutrality!  When you let businesses control our access, the entire public loses.",-1.0
1617,1631993,4995965,"Net neutrality is extremely important to the future of fairness, dissemination of ideas, and freedom. Don't let greed supersede need.",-1.0
1619,205187,377005,"We strongly urge the FCC to rule in favor of strong net neutrality backed by oversight under Title 2 of ISP.  Please ignore Donald Trump.  Thank you.

Carl Plank",-1.0
1621,122014,228802,"As regulators whose main duty is to the people, do not lean in favor of ISP's regarding net neutrality. This would be destructive to small businesses and frankly a slap in the face to the American people.",-1.0
1623,1989872,7683542,"Keep the internet free and open. Letting the companies do whatever they want is just stupid. No one should have the power to throttle my connection, or anyone's for that matter.  We also shouldn't be giving ISP the chance to use the influence to make or brake another company. But letting some to have a faster connection while others have to pay more, to get the same speeds. Get your head's out of your asses and start thinking. 
Justin Wayne Mcmillin",-1.0
1626,2063140,7799807,I am strongly against ISP's using this to further the opportunity for other smaller businesses to grow and succeed due to limitations that they put in and abuse. I've already been the receiving end of their abuse before this and I'm afraid that I will further suffer more anti business and more anti consumer practices just so someone can benefit off of abusing others.,-1.0
1628,159290,282292,I strongly support net neutrality backed by title 2 isp's. Preserve the net neutrality!,-1.0
1629,523875,2157348,PLEASE KEEP NET NEUTRALITY LAWS IN PLACE as they need not be tampered with.,-1.0
1632,355128,927745,"I specifically support STRONG NET NEUTRALITY backed by Title II oversight of ISP
I want a free, open, and neutral internet.",-1.0
1635,2771185,10806339,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Anna Richardson",-1.0
1636,263240,485893,I support strong net neutrality. ISPs should be regulated with strong oversight using Title II designation from the 1934 Communications Act. At no time should ISPs be allowed to self-regulate or voluntarily agree-history has proven that they will not protect the free and equal usage of the internet.,-1.0
