Unnamed: 0.1,Unnamed: 0,docid,text_data,dupe_count,label
1994,1750294,7092073,"I am writing to express my support of complete protection of Net Neutrality. We need strict regulation for what is essentially a right of all citizens, and Internet Service Providers should NOT be the determinant of how we run the internet. Their interests are at direct odds with the needs of the public, and the FCC needs to govern the information superhighway the way that the DOT governs the actual highways and roadways of America.",1.0,1
796,1247900,3350507,"To the Federal Communications Commission, Hi, I'd like to comment on Network Neutrality. I would like to encourage the government to reverse The Obama Wheeler policy to take over the web. Individual Americans, as opposed to big government, ought to purchase the products we desire. The Obama Wheeler policy to take over the web is a perversion of the open Internet. It broke a free market approach that performed exceptionally well for a long time with Republican and Democrat support.",1.0,1
1897,869795,2795173,"Dear Commissioners, My comments re, the FCC's Open Internet order. I would like to request the FCC to repeal President Obama's plan to control Internet access. Internet users, rather than Washington bureaucrats, should be empowered to purchase which services they prefer. President Obama's plan to control Internet access is a betrayal of net neutrality. It undid a market based system that worked remarkably well for two decades with Republican and Democrat consensus.",1.0,1
800,1450450,4031335,"FCC commissioners, I'm very concerned about net neutrality and Title II. I would like to request the Federal Communications Commission to overturn Tom Wheeler's policy to take over broadband. Individuals, as opposed to Washington, deserve to buy which products they desire. Tom Wheeler's policy to take over broadband is a distortion of net neutrality. It reversed a free market framework that functioned remarkably successfully for many years with both parties' backing.",1.0,1
1970,898450,2823837,"Dear Chairman Pai, I'm a voter worried about net neutrality. I suggest Chairman Pai to repeal The previous administration's plan to control the Internet. People like me, as opposed to the FCC Enforcement Bureau, should be able to buy which products they prefer. The previous administration's plan to control the Internet is a exploitation of net neutrality. It ended a hands off policy that worked remarkably well for decades with broad bipartisan approval.",1.0,1
1312,1272472,3375079,"To the Federal Communications Commission, I would like to comment on Internet freedom. I want to suggest you to reverse Obama's scheme to control the Internet. Individual Americans, rather than Washington bureaucrats, should be able to use whatever applications they choose. Obama's scheme to control the Internet is a betrayal of the open Internet. It ended a market based policy that functioned fabulously smoothly for a long time with bipartisan approval.",1.0,1
2763,1950509,7627270,"The internet means free access to information for all, and should not be sold to the highest bidder,",-1.0,0
2500,967515,2892912,"To whom it may concern, I have concerns about Internet freedom. I would like to urge the commissioners to reverse The previous administration's scheme to regulate the Internet. People like me, as opposed to unelected bureaucrats, should be empowered to buy the services they desire. The previous administration's scheme to regulate the Internet is a betrayal of net neutrality. It undid a light touch system that worked remarkably successfully for a long time with bipartisan backing.",1.0,1
2627,200318,369509,"As a small business owner that got started with a humble website, I very strongly support strict net neutrality rules enforced under Title 2. Do not ruin the internet. If we allow companies to turn internet service into cable packages, the protest and development of the future will be crippled. I emplore you to support strong net neutrality oversight under Title 2. Thank you.",-1.0,0
1957,1776555,7174315,FREEDOM SHOULD BE FREE.,-1.0,0
2332,1371766,3877065,"To whom it may concern, I'm a voter worried about the Open Internet order. I'd like to urge you to undo Tom Wheeler's decision to control the Internet. Individual Americans, rather than unelected bureaucrats, should be able to purchase which applications they desire. Tom Wheeler's decision to control the Internet is a betrayal of the open Internet. It broke a light touch system that functioned very, very smoothly for a long time with Republican and Democrat support.",1.0,1
1968,334003,741770,"Hello, I wanted to express my support for isp regulation under title II and preserve current net neutrality rules Thank you",-1.0,0
2151,322154,716346,"The FCC should safeguard Internet freedom by keeping the bright line net neutrality protections in place and upholding Title II. The FCC should throw out Chairman Ajit Pai's plan to give the government subsidized telecom giants like AT&T, Verizon, and Comcast free rein to throttle whatever they please, stripping consumers of the necessary privacy and access protections we fought for and just recently won. I'm worried about creating a tiered Internet with fast lanes for certain sites or services because Users will have fewer options and a less diverse Internet. Thankfully, the existing net neutrality rules ensure that ISPs can't slow or block Internet users' access to certain web services or engage in data discrimination by charging online services and websites more money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and consumers as well as entrenched Internet companies. Chairman Pai's proposal would help turn ISPs into gatekeepers with the ability to veto new expression and innovation. That's not the kind of Internet we want to pass on to future generations of technology users. We need title II to keep are freedom and open Internet. Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0,1
2524,897112,2822499,"To whom it may concern, I'm a voter worried about NET NEUTRALITY. I want to ask the commissioners to rescind The previous administration's scheme to take over Internet access. Individual citizens, not unelected bureaucrats, ought to use the applications we choose. The previous administration's scheme to take over Internet access is a corruption of net neutrality. It reversed a market based approach that functioned fabulously well for many years with broad bipartisan backing.",1.0,1
445,950912,2876309,"Chairman Pai, My comments re, Title II rules. I'd like to implore the government to overturn The previous administration's power grab to regulate broadband. Citizens, as opposed to Washington, should be able to enjoy which services we choose. The previous administration's power grab to regulate broadband is a betrayal of the open Internet. It disrupted a pro consumer system that functioned fabulously well for a long time with broad bipartisan approval.",1.0,1
177,2206230,8099723,"Removing net neutrality would be wrong. The FCC should ensure a fair and open Internet for all by opposing efforts to undermine net neutrality. The FCC should reject Chairman Ajit Pai's plan to give the government subsidized ISP monopolies like Comcast, AT&T, and Verizon the legal cover to throttle whatever they please, stripping Internet users of the necessary access and privacy protections we worked for and just recently won. I'm concerned about ISPs being allowed to discriminate against certain types of data or websites because ISPs could have too much power to determine what I can do online. Thankfully, the current Open Internet rules ensure that ISP monopolies can't slow or block customers' access to certain websites or engage in data discrimination by charging online services and websites more money to reach customers faster. That's exactly the right balance to make sure competition in the Internet space is fair and benefits small businesses and Internet users as well as larger players. Pai's proposal would help turn Internet providers into gatekeepers with an effective veto right on expression and innovation. That's not how the Internet was built, and that's not what we want. This is a necessary utility for both civil society and commerce. It is outrageous that anyone is even considering rolling back net neutrality. I appreciate you maintaining Title II net neutrality rules and the rights of Internet users like me.",1.0,1
2340,1645485,5010269,"I consider Net Neutrality fundamental to free speech and exchange of information in this country. Public institutions like the FCC were created to protect consumers from the abuses of power by large companies and interests. Please act in the interest of the people and not special interests and big business, it is your moral imperative.",-1.0,0
2337,1387056,3907049,"To the Federal Communications Commission, Hi, I'd like to comment on net neutrality rules. I recommend the commissioners to repeal Barack Obama's decision to control Internet access. Individual citizens, not the FCC, ought to purchase the applications they choose. Barack Obama's decision to control Internet access is a distortion of the open Internet. It broke a hands off approach that performed remarkably well for decades with Republican and Democrat consensus.",1.0,1
1631,830729,2756097,"Dear Chairman Pai, Regarding NET NEUTRALITY. I strongly request the commissioners to rescind Tom Wheeler's decision to regulate broadband. Citizens, not Washington bureaucrats, should be free to use the applications they prefer. Tom Wheeler's decision to regulate broadband is a distortion of the open Internet. It disrupted a hands off approach that performed exceptionally well for a long time with Republican and Democrat approval.",1.0,1
2423,284450,599443,I specifically support strong net neutrality backed byTitle 2 oversight of ISPs,-1.0,0
1409,2134994,7962220,"The FCC should safeguard Internet freedom by keeping the bright line net neutrality protections in place and upholding Title II. The FCC should reject Chairman Ajit Pai's proposal to give the government subsidized ISP monopolies like Verizon, Comcast, and AT&T the legal cover to throttle whatever they please, stripping Internet users of the meaningful access and privacy rules we demanded and so recently won. I'm worried about creating a tiered Internet with fast lanes for certain sites or services because users will have fewer options and a less diverse Internet. Thankfully, the existing FCC regulations mean that ISPs can't slow or block customers' ability to see certain web services or engage in data discrimination by charging websites and online services money to reach consumers faster. That's the right kind of forward looking approach to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Chairman Pai's proposal would help turn ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's contrary to the basic precepts on which the Internet was built. It allows me and other around me to freely research and discover important history, culture, news and politics. I can expand my knowledge and I can create. I can share mine and others art meaning that I can live off my art. Stoping this would do no good only making it harder for many people to live and to thrive. Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0,1
258,1505794,4536152,"In reference to net neutrality and Title II. I implore Chairman Pai to undo The previous administration's decision to take over Internet access. Americans, not unelected bureaucrats, should be empowered to enjoy whichever applications they choose. The previous administration's decision to take over Internet access is a corruption of net neutrality. It stopped a pro consumer approach that performed remarkably smoothly for two decades with both parties' support.",1.0,1
2049,500547,2030914,"I urge you to take a stance for the open internet. It's loss would do irreparable harm to the free dissemination of knowledge, economic ability and information. While I can understand the need to monetize, there is no viable reason other than greed to shut down what has been a boon to the world economy because of its inherent openness. If we truly value freedoms and democracy then net neutrality should be a part of what ties us to our shared American values. Please keep the Internet open. Please fight. Please wield your power wisely and in the appropriate directions to root out greed and corruption and abuse.",-1.0,0
1519,1567112,4807831,"FCC commissioners, I have thoughts on NET NEUTRALITY. I strongly encourage the FCC to undo President Obama's power grab to control the Internet. Citizens, rather than Washington, should buy whatever services we prefer. President Obama's power grab to control the Internet is a distortion of net neutrality. It stopped a market based system that functioned fabulously smoothly for two decades with both parties' support.",1.0,1
2186,658391,2433058,"Chairman Pai, Regarding the Open Internet order. I ask the commissioners to undo Barack Obama's power grab to take over the web. Individual Americans, not Washington, should be empowered to buy which products they desire. Barack Obama's power grab to take over the web is a distortion of net neutrality. It disrupted a pro consumer policy that performed very, very smoothly for a long time with both parties' consensus.",1.0,1
1732,155830,277341,I grew up in a Radio family. My father worked as a broadcast engineer and I later in life worked for the engineering department. Over the years I have seen regulations become stripped down to satisfy the corporations that own stations. I would hate to see the FCC dilute Title II and let the internet become less of a tool for the masses and more of a tool for corporations to abuse. You have already let editorial programming seem as though they are real news organizations. Please do not allow Net Neutrality to go by the wayside. You are supposed to be regulating the communications for all Americans.,-1.0,0
121,1264263,3366870,"With respect to the FCC's Open Internet order. I ask you to reverse President Obama's policy to take over Internet access. Internet users, rather than unelected bureaucrats, should be empowered to select whichever services we prefer. President Obama's policy to take over Internet access is a perversion of the open Internet. It broke a free market approach that performed remarkably successfully for decades with both parties' backing.",1.0,1
238,1110096,3212694,"To whom it may concern, I'm very worried about Internet regulation and net neutrality. I want to recommend Ajit Pai to repeal President Obama's decision to take over Internet access. Citizens, as opposed to big government, ought to select which applications they want. President Obama's decision to take over Internet access is a perversion of the open Internet. It disrupted a market based approach that functioned exceptionally successfully for many years with broad bipartisan consensus.",1.0,1
2023,1765013,7134928,"Keeping the internet rates and access the same for all customers is essential. Tens if not hundreds of thousands of small businesses depend upon web traffic to stay afloat. We are already paying large amounts to ISPs for access, but creating 'fast' and 'slow' lanes and encroaching even further upon our privacy to target ads from large international concerns will absolutely destroy small businesses and will significantly reduce everyday consumers' enjoyment and consumption of online media. The FCC has previously ruled that the internet be treated like a public utility. I am writing to ask you to continue that practice. It is the best solution for the most people, and as such is the most democratic option.",-1.0,0
2515,2883904,13957766,"I am in favor of strong net neutrality under Title II of the Telecommunications Act. Sincerely, Karen Chase",-1.0,0
1564,643060,2393734,"Mr Pai, I'm very concerned about the Obama takeover of the Internet. I would like to implore the Federal Communications Commission to reverse Barack Obama's power grab to regulate Internet access. People like me, rather than unelected bureaucrats, should be empowered to buy whichever products they choose. Barack Obama's power grab to regulate Internet access is a perversion of the open Internet. It broke a hands off framework that worked supremely smoothly for decades with nearly universal backing.",1.0,1
77,1136952,3239556,"To whom it may concern, I am concerned about net neutrality regulations. I want to advocate Ajit Pai to overturn President Obama's policy to regulate broadband. Internet users, as opposed to the FCC Enforcement Bureau, should be able to buy which services they choose. President Obama's policy to regulate broadband is a corruption of the open Internet. It undid a pro consumer approach that functioned remarkably successfully for a long time with Republican and Democrat backing.",1.0,1
2004,645683,2399093,"To whom it may concern, Hi, I'd like to comment on an open Internet. I'd like to demand you to overturn Barack Obama's plan to control broadband. Individual citizens, not so called experts, ought to select whichever services we prefer. Barack Obama's plan to control broadband is a exploitation of net neutrality. It undid a free market framework that performed very well for two decades with broad bipartisan consensus.",1.0,1
725,1436110,4004588,"My comments re, the future of the Internet. I want to implore the commission to rescind The previous administration's decision to control Internet access. People like me, not the FCC, deserve to use whichever services we choose. The previous administration's decision to control Internet access is a exploitation of net neutrality. It disrupted a free market framework that worked very smoothly for a long time with both parties' backing.",1.0,1
2067,215350,394370,It is very important to me and my place of employment that the internet remains neutral and it is my hope that you leave the current rules in place.,-1.0,0
1444,832907,2758275,"To whom it may concern, I'm very concerned about Net Neutrality and Title II. I'd like to demand Chairman Pai to undo The Obama Wheeler policy to take over the Internet. Individuals, rather than the FCC, should be empowered to purchase the products we want. The Obama Wheeler policy to take over the Internet is a perversion of the open Internet. It disrupted a hands off approach that performed fabulously successfully for many years with nearly universal consensus.",1.0,1
2646,1620946,4975177,It's stupid that this is even a question. The right to an open internet is fundamental.,-1.0,0
2184,1203758,3306364,"FCC commissioners, My comments re, Internet freedom. I want to suggest the Federal Communications Commission to overturn The Obama Wheeler power grab to regulate the Internet. People like me, as opposed to so called experts, should be empowered to select the products they prefer. The Obama Wheeler power grab to regulate the Internet is a betrayal of net neutrality. It broke a light touch policy that performed fabulously successfully for many years with broad bipartisan backing.",1.0,1
935,1273038,3375645,"Dear FCC, With respect to Internet regulation and net neutrality. I strongly implore the FCC to overturn President Obama's power grab to control the Internet. Individual Americans, as opposed to unelected bureaucrats, should be able to use whichever products we desire. President Obama's power grab to control the Internet is a distortion of the open Internet. It ended a market based framework that functioned very, very well for two decades with broad bipartisan consensus.",1.0,1
2168,1873564,7426124,"As per Amendment X to the Constitution of the United States of America, the Federal Government is prohibited from establishing law, regulation, or ruling on the legality of Internet content usage and it's distribution as the free and open internet is not mentioned among the list of powers granted the United States Federal Government. A free and open internet is one free from governmental interference. To rule that the internet is a public utility is nonsense, it is private property that must be accessed through and with private property.",-1.0,0
715,1099550,3202148,"To the FCC, With respect to net neutrality and Title II. I want to urge Ajit Pai to repeal Tom Wheeler's scheme to control broadband. Individual citizens, rather than big government, should purchase whatever applications they prefer. Tom Wheeler's scheme to control broadband is a distortion of net neutrality. It broke a market based system that worked very successfully for a long time with broad bipartisan approval.",1.0,1
2534,1016866,2942268,"I'm contacting you about Network Neutrality. I want to encourage the commissioners to undo President Obama's scheme to take over the web. Internet users, as opposed to so called experts, should buy which products we choose. President Obama's scheme to take over the web is a exploitation of the open Internet. It stopped a free market policy that worked very, very smoothly for many years with nearly universal consensus.",1.0,1
507,1191836,3294440,"FCC, Hi, I'd like to comment on net neutrality. I encourage the Federal Communications Commission to undo President Obama's power grab to regulate the Internet. Americans, rather than the FCC, should be empowered to use whichever applications we want. President Obama's power grab to regulate the Internet is a distortion of net neutrality. It disrupted a market based framework that performed remarkably well for decades with bipartisan consensus.",1.0,1
1961,1201100,3303706,"I am a voter worried about Net neutrality. I recommend Ajit Pai to rescind Barack Obama's plan to control the Internet. Individuals, rather than Washington, deserve to enjoy the services they prefer. Barack Obama's plan to control the Internet is a perversion of net neutrality. It broke a pro consumer approach that performed fabulously smoothly for many years with Republican and Democrat backing.",1.0,1
2915,369004,971117,"Please protect Net Neutrality and Title II. I am the product of a rural community where companies have no incentive for competition, and high speed internet is still only available via satellite. The internet playing field needs support to stay level.",-1.0,0
720,1117149,3219753,"FCC commissioners, I have concerns about Internet Freedom. I would like to ask the commissioners to repeal Obama's scheme to regulate Internet access. Citizens, not so called experts, should be able to select whichever products we desire. Obama's scheme to regulate Internet access is a exploitation of the open Internet. It ended a free market approach that functioned supremely well for a long time with broad bipartisan support.",1.0,1
822,886564,2811947,"Dear Chairman Pai, With respect to the FCC rules on the Internet. I would like to suggest the commission to undo President Obama's policy to control Internet access. Citizens, rather than the FCC, should be able to select the applications we choose. President Obama's policy to control Internet access is a perversion of net neutrality. It reversed a hands off system that performed supremely well for two decades with bipartisan backing.",1.0,1
1975,113113,215901,Internet freedom is one of the last things we can be free. Please do the right thing. NO AMERICAN EXCEPT CORPORATIONS WANT THIS!,-1.0,0
1839,329143,733463,John Oliver made me do this.,-1.0,0
14,1487630,4455436,"To the FCC, I would like to comment on Internet freedom. I'd like to implore Chairman Pai to rescind President Obama's decision to regulate Internet access. Citizens, as opposed to Washington, should be able to buy whatever services we want. President Obama's decision to regulate Internet access is a betrayal of net neutrality. It broke a pro consumer policy that functioned remarkably well for a long time with Republican and Democrat support.",1.0,1
1744,2160671,8015759,"The FCC should safeguard Internet freedom by keeping the bright line net neutrality protections in place and upholding Title II. The FCC should reject Chairman Ajit Pai's plan to hand the telecom giants like AT&T, Comcast, and Verizon free rein to throttle whatever they please, stripping users of the vital access and privacy rules we demanded and won just two years ago. I'm afraid of a pay to play Internet where ISPs can charge more for certain websites because users will have fewer options and a less diverse Internet. Thankfully, the current FCC regulations mean that Internet providers can't block or slow users' access to certain websites or engage in data discrimination by charging websites and online services more money to reach customers faster. That's the best way forward to make sure competition in the Internet space is fair and benefits consumers and small businesses as well as larger players. Pai's proposal would transform ISPs into Internet gatekeepers with the ability to veto new innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. Because the internet is for everyone. Because the internet is the future. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0,1
1389,763180,2688533,"Mr Pai, I have concerns about net neutrality and Title II. I would like to urge the commission to reverse The previous administration's order to regulate the web. Internet users, not the FCC, should be empowered to use the services we desire. The previous administration's order to regulate the web is a betrayal of net neutrality. It disrupted a free market approach that functioned exceptionally smoothly for many years with Republican and Democrat support.",1.0,1
1479,1138845,3241449,"To whom it may concern, I want to give my opinion on the Obama takeover of the Internet. I request the Federal Communications Commission to reverse President Obama's power grab to control broadband. Individual citizens, as opposed to the FCC, ought to enjoy whichever applications we want. President Obama's power grab to control broadband is a perversion of the open Internet. It stopped a free market approach that worked very, very well for two decades with nearly universal support.",1.0,1
568,1099886,3202484,"Dear FCC, I'm very concerned about net neutrality rules. I want to demand the Federal Communications Commission to reverse President Obama's power grab to control Internet access. Individual Americans, as opposed to Washington bureaucrats, should be free to use whichever services we desire. President Obama's power grab to control Internet access is a perversion of the open Internet. It disrupted a pro consumer system that functioned very smoothly for two decades with bipartisan backing.",1.0,1
303,1286637,3389244,"FCC commissioners, I'm concerned about the FCC's Open Internet order. I would like to encourage the commission to overturn The previous administration's policy to take over the web. Individual Americans, not Washington bureaucrats, should be empowered to use which products they choose. The previous administration's policy to take over the web is a betrayal of net neutrality. It stopped a free market system that functioned very, very smoothly for decades with broad bipartisan consensus.",1.0,1
907,2393581,9202843,"The FCC should safeguard Internet freedom by keeping the bright line net neutrality protections in place and upholding Title II. The FCC should reject Chairman Ajit Pai's proposal to give the ISP monopolies like AT&T, Verizon, and Comcast the legal cover to engage in data discrimination, stripping consumers of the vital privacy and access safeguards we fought for and won just two years ago. I'm afraid of a pay to play Internet where ISPs can charge more for certain websites because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules mean that ISPs can't slow or block our access to certain web services or create Internet fast lanes by charging websites and online services money to reach customers faster. That's the best way forward to ensure the Internet remains a level playing field that benefits Internet users and small businesses as well as larger players. Pai's proposal would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not how the Internet was built, and that's not what we want. The internet has been how I learned and grew. I used it growing up to help me research what books or school couldn't. Were it not for the internet, I wouldn't be as educated, or really the same person I am today. Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0,1
2406,1402459,3938518,"My comments re, the FCC's Open Internet order. I strongly request Chairman Pai to repeal The Obama Wheeler scheme to regulate the web. Individual citizens, rather than the FCC Enforcement Bureau, should use which applications we want. The Obama Wheeler scheme to regulate the web is a exploitation of the open Internet. It stopped a market based system that worked remarkably successfully for a long time with Republican and Democrat consensus.",1.0,1
1750,189885,352587,I support Title II granting Net Neutrality. This is extremely important to assure that there is healthy competition in the market place so a media corporation can't impede my ability to use the internet as I wish.,-1.0,0
2213,270880,540865,I strongly support Net Neutrality backed by Title II oversite of ISPs. The internet is just like any other utility in that the pipe that connects me to the internet should not be allowed to be targeted and manipulated by any entity.,-1.0,0
1737,1418764,3969582,"To whom it may concern, I'm concerned about Title II rules. I encourage Ajit Pai to rescind Obama's plan to regulate broadband. Individual citizens, rather than the FCC, should use whatever products they want. Obama's plan to regulate broadband is a distortion of the open Internet. It reversed a free market system that functioned remarkably smoothly for two decades with Republican and Democrat support.",1.0,1
1658,1193782,3296388,"FCC, My comments re, Title II rules. I strongly ask the commissioners to undo The previous administration's power grab to control the Internet. Individual Americans, as opposed to big government, should enjoy the applications we choose. The previous administration's power grab to control the Internet is a exploitation of net neutrality. It ended a pro consumer framework that performed supremely smoothly for two decades with bipartisan consensus.",1.0,1
1179,1523307,4613363,"Mr Pai, I am a voter worried about regulations on the Internet. I strongly request Ajit Pai to overturn President Obama's policy to regulate Internet access. Individual citizens, as opposed to so called experts, should be free to use which services we want. President Obama's policy to regulate Internet access is a corruption of net neutrality. It disrupted a pro consumer approach that performed remarkably successfully for decades with nearly universal support.",1.0,1
862,1443472,4019354,"Hi, I'd like to comment on net neutrality rules. I'd like to ask the government to overturn Obama's policy to control Internet access. Citizens, not the FCC, should be able to buy the applications we prefer. Obama's policy to control Internet access is a exploitation of the open Internet. It stopped a hands off system that performed supremely successfully for many years with both parties' approval.",1.0,1
1136,1243197,3345804,"Dear Mr. Pai, I would like to comment on the FCC's Open Internet order. I'd like to demand Chairman Pai to rescind Barack Obama's decision to regulate Internet access. People like me, as opposed to the FCC Enforcement Bureau, ought to purchase which services they choose. Barack Obama's decision to regulate Internet access is a perversion of net neutrality. It undid a market based approach that performed supremely smoothly for decades with nearly universal support.",1.0,1
567,2389652,9183834,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet fast lanes by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me. Sincerely, Jason A Lane",1.0,1
1740,75399,162064,"Net Neutrality must be protected to ensure equal access to all information and resist the power of money to further distort the views of the people. We can not trust the ISPs to police themselves when they have shown previously that they are not trust worthy. We can not let organizations police themselves because they promised that they wouldn't do anything wrong. what's the incentive to repeal the protections in place if not to abuse the new power? if nothing changes then leaving the laws in place should be of no issue. The only thing i trust these corporations to do is try to raise their bottom line no matter the expense to normal everyday people. Do not let them control what media people can consume via throttling and do not afford them the power to censor things that they do not want to be seen. There's no conceivable way that this repeal could ever benefit the common man, the average american, but only the giant corporations that control all the money.",-1.0,0
44,379823,1083564,I strongly support preserving Net Neutrality and Title II oversight of ISPs.,-1.0,0
2274,2224104,8135455,Will do without my computer if we get charges. Debbie Fritzinger,-1.0,0
2532,1658536,5024027,"The Internet has become this country's access to the equivalent of the community billboard. For better or worse, it should not be controlled by any commercial interest, no matter how well presented the intention.",-1.0,0
2398,117721,222694,I support net neutrality. ISP need to be regulated under title 2.,-1.0,0
2519,1459749,4050673,"FCC commissioners, I have concerns about net neutrality regulations. I want to request the commissioners to undo Barack Obama's scheme to regulate the Internet. Individual Americans, not Washington, should be empowered to use which products we prefer. Barack Obama's scheme to regulate the Internet is a corruption of the open Internet. It reversed a free market approach that functioned exceptionally successfully for decades with bipartisan approval.",1.0,1
2052,169870,319450,Declassifying ISPs as Title II harms the American people and American businesses. There is historical evidence of such tampering and without government oversight there is no way to ensure that it will not happen in the future.,-1.0,0
1456,846062,2771430,"FCC, In the matter of the FCC regulations on the Internet. I'd like to suggest the Federal Communications Commission to rescind Obama's plan to regulate Internet access. Internet users, rather than the FCC Enforcement Bureau, should buy whatever services they prefer. Obama's plan to regulate Internet access is a betrayal of the open Internet. It reversed a light touch framework that performed supremely well for a long time with bipartisan approval.",1.0,1
1274,735531,2660884,"Chairman Pai, I'm contacting you about regulations on the Internet. I want to implore Chairman Pai to repeal President Obama's plan to regulate the web. Internet users, not so called experts, should be free to enjoy the applications they want. President Obama's plan to regulate the web is a corruption of the open Internet. It reversed a market based approach that performed exceptionally well for many years with Republican and Democrat backing.",1.0,1
2196,1540186,4687872,"Dear Chairman Pai, I have concerns about the Obama takeover of the Internet. I urge Ajit Pai to undo President Obama's decision to control the Internet. Individual citizens, rather than the FCC, should be empowered to buy whichever services they desire. President Obama's decision to control the Internet is a betrayal of net neutrality. It stopped a light touch system that functioned exceptionally well for many years with broad bipartisan approval.",1.0,1
1729,1036664,2962066,"Mr Pai, I'm contacting you about net neutrality and Title II. I want to request the commissioners to rescind The Obama Wheeler power grab to regulate Internet access. Individual Americans, as opposed to so called experts, should be empowered to use which products we desire. The Obama Wheeler power grab to regulate Internet access is a corruption of net neutrality. It ended a market based policy that worked remarkably well for a long time with both parties' backing.",1.0,1
1388,1222780,3325386,"I'm very concerned about restoring Internet freedom. I would like to implore Chairman Pai to rescind Tom Wheeler's policy to regulate the web. Internet users, as opposed to so called experts, should purchase whatever services we desire. Tom Wheeler's policy to regulate the web is a distortion of net neutrality. It stopped a market based approach that performed very, very successfully for decades with broad bipartisan backing.",1.0,1
716,445394,1181436,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet fast lanes by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me. Sincerely, Jennifer Hayward",1.0,1
993,1161518,3264122,"Dear Commissioners, I want to give my opinion on Internet freedom. I want to recommend you to rescind The Obama Wheeler decision to control the web. Citizens, as opposed to the FCC, should buy whichever applications they prefer. The Obama Wheeler decision to control the web is a betrayal of the open Internet. It reversed a free market framework that performed remarkably well for decades with both parties' consensus.",1.0,1
2852,138853,252218,"If you allow ISP's to make the decision of what content is relevant, you will do immense harm to ideas in their infancy. Mr. Pai's own previous statements clearly show his view against the entrepreneur of a new idea, if it helps his connections in the telecommunications industry. Keep the internet Neutral!",-1.0,0
2490,2184813,8059148,"The FCC needs to stand up for Internet users like me and keep the net neutrality rules that are already in effect. The FCC should reject Chairman Ajit Pai's proposal to give the government subsidized ISP monopolies like AT&T, Comcast, and Verizon free rein to engage in data discrimination, stripping consumers of the necessary access and privacy rules we demanded and won just two years ago. I'm afraid of a pay to play Internet where ISPs can charge more for certain websites because ISPs could have too much power to determine what I can do online. Thankfully, the current Open Internet rules mean that ISPs can't block or slow Internet users' access to certain web services or create Internet fast lanes by charging online services and websites money to reach people faster. That's the best way forward to make sure competition in the Internet space is fair and benefits small businesses and Internet users as well as entrenched Internet companies. Pai's proposed repeal of the rules would transform ISPs into gatekeepers with an effective veto right on expression and innovation. That's not how the Internet was built, and that's not what we want. I am an engineering student in North Dakota, and in every single history of technology course I have taken this far, the free use of the internet is lauded as a driving force of inovation and scientific and economic advancement. The free exchange of ideas between all people is the best way to continue improving and benefiting not only our great country but the world. Think of what the rest of the world stands to lose if American knowledge is not free to all and what America can lose if we are unable to cooperate with our fellow scientists and engineers outside the country. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0,1
4,1505203,4533699,"Dear Chairman Pai, Hi, I'd like to comment on Net Neutrality and Title II. I encourage the FCC to rescind Tom Wheeler's order to regulate the Internet. Americans, as opposed to Washington bureaucrats, should be able to enjoy whichever products they desire. Tom Wheeler's order to regulate the Internet is a perversion of the open Internet. It stopped a free market system that performed very, very successfully for a long time with broad bipartisan backing.",1.0,1
