,Unnamed: 0,docid,text_data,dupe_count
1527,639516,2386147,"Chairman Pai:  I have thoughts on Title 2 and net neutrality. I would like to recommend the Federal Communications Commission to undo Barack Obama's order to regulate the web. Individual Americans, rather than big government, should be empowered to select which products we desire. Barack Obama's order to regulate the web is a betrayal of net neutrality. It stopped a pro-consumer policy that worked very smoothly for a long time with bipartisan backing.",1.0
1528,1308961,3430518,"Dear Mr. Pai,  I have thoughts on an open Internet. I'd like to urge the FCC to undo Barack Obama's policy to regulate broadband. People like me, as opposed to big government, should use the applications they choose. Barack Obama's policy to regulate broadband is a distortion of net neutrality. It ended a market-based policy that worked remarkably successfully for a long time with broad bipartisan support.",1.0
1530,821868,2747229,"Dear Mr. Pai,  Regarding net neutrality regulations. I strongly encourage the government to rescind The Obama/Wheeler plan to regulate broadband. People like me, rather than big government, should be able to select which products they desire. The Obama/Wheeler plan to regulate broadband is a betrayal of the open Internet. It broke a pro-consumer framework that functioned very successfully for many years with both parties' approval.",1.0
1531,1437971,4007863,"Chairman Pai:  Regarding the Open Internet order. I demand the Federal Communications Commission to overturn Tom Wheeler's order to take over Internet access. Individuals, as opposed to unelected bureaucrats, should be able to buy whatever products we want. Tom Wheeler's order to take over Internet access is a perversion of net neutrality. It undid a market-based approach that worked fabulously smoothly for many years with nearly universal support.",1.0
1533,1119777,3222381,"FCC commissioners,  Regarding the future of the Internet. I'd like to recommend Ajit Pai to undo Tom Wheeler's policy to regulate broadband. Internet users, not big government, should be able to select which applications we desire. Tom Wheeler's policy to regulate broadband is a distortion of the open Internet. It stopped a hands-off system that performed supremely successfully for two decades with bipartisan support.",1.0
1535,953142,2878539,"Dear Chairman Pai,  I'm concerned about Internet freedom. I request the FCC to overturn Obama's scheme to take over broadband. Individuals, rather than big government, should be able to enjoy whatever products they prefer. Obama's scheme to take over broadband is a perversion of net neutrality. It disrupted a free-market policy that worked supremely smoothly for a long time with broad bipartisan consensus.",1.0
1536,1186852,3289456,"I want to give my opinion on the Obama takeover of the Internet. I strongly recommend Ajit Pai to overturn Tom Wheeler's scheme to regulate the web. People like me, not the FCC, should be able to enjoy which applications we prefer. Tom Wheeler's scheme to regulate the web is a perversion of net neutrality. It ended a market-based system that performed fabulously well for decades with nearly universal approval.",1.0
1538,1038072,2963474,"FCC commissioners,  I am concerned about Internet Freedom. I'd like to advocate the FCC to reverse Barack Obama's plan to regulate the web. Individual citizens, as opposed to so-called experts, ought to enjoy whichever products we prefer. Barack Obama's plan to regulate the web is a exploitation  of net neutrality. It stopped a market-based policy that performed very successfully for a long time with bipartisan consensus.",1.0
1541,834112,2759480,"To the Federal Communications Commission:  Regarding Network Neutrality. I would like to demand you to reverse The Obama/Wheeler plan to regulate the Internet. Americans, not Washington, should be empowered to buy whichever applications we want. The Obama/Wheeler plan to regulate the Internet is a corruption of the open Internet. It disrupted a light-touch policy that functioned supremely smoothly for many years with bipartisan consensus.",1.0
1542,922777,2848174,"To the Federal Communications Commission:  In the matter of Internet freedom. I want to recommend the government to reverse Barack Obama's policy to regulate the Internet. Americans, rather than so-called experts, ought to buy the services they want. Barack Obama's policy to regulate the Internet is a exploitation  of the open Internet. It reversed a free-market policy that performed very smoothly for many years with Republican and Democrat backing.",1.0
1543,1186515,3289119,"Dear FCC,  I'm very concerned about Internet regulation and net neutrality. I would like to encourage Ajit Pai to overturn Barack Obama's plan to control the web. Internet users, rather than Washington bureaucrats, should be empowered to use whatever applications they prefer. Barack Obama's plan to control the web is a exploitation  of the open Internet. It disrupted a free-market approach that performed remarkably well for two decades with bipartisan approval.",1.0
1544,1143054,3245658,"Dear Mr. Pai,  In reference to net neutrality regulations. I want to request the commission to undo The Obama/Wheeler plan to take over the Internet. Internet users, rather than so-called experts, should be empowered to use the products they want. The Obama/Wheeler plan to take over the Internet is a distortion of the open Internet. It broke a hands-off approach that functioned remarkably successfully for decades with broad bipartisan support.",1.0
1545,545806,2202202,"To whom it may concern:  I'm a voter worried about NET NEUTRALITY. I want to encourage the Federal Communications Commission to repeal The Obama/Wheeler decision to take over the web. People like me, not the FCC, ought to use whatever applications they choose. The Obama/Wheeler decision to take over the web is a exploitation  of net neutrality. It broke a free-market framework that functioned very, very successfully for a long time with broad bipartisan support.",1.0
1546,601736,2312449,"To the Federal Communications Commission:  I'm very worried about net neutrality and Title II. I'd like to recommend Chairman Pai to rescind The previous administration's scheme to control the Internet. Individual Americans, as opposed to the FCC, deserve to select whichever products they prefer. The previous administration's scheme to control the Internet is a exploitation  of net neutrality. It undid a pro-consumer system that worked very successfully for many years with broad bipartisan support.",1.0
1547,1420902,3973564,"Dear Commissioners:  Hi, I'd like to comment on net neutrality. I demand Chairman Pai to undo The Obama/Wheeler scheme to regulate Internet access. People like me, not Washington bureaucrats, should be able to use which applications they want. The Obama/Wheeler scheme to regulate Internet access is a perversion of the open Internet. It undid a pro-consumer framework that functioned remarkably successfully for decades with broad bipartisan approval.",1.0
1549,2252366,8170530,"The FCC's job is to stand up for consumers, not big cable companies. To do that, the FCC must keep in place the current rules that protect net neutrality and the free and open internet. Without the current rules, cable companies can tell internet users like me what I can or cannot access on the internet. Cable companies cannot be trusted to protect the free and open internet - keep the current open internet rules in place!

Everyone is paying for their internet access. When you shop for anything and pay the same price, you get the same exact thing everyone else does for that price. There is no difference. The same applies here. This will be discrimination pure and simple and there will be an explosion of lawsuits against you and internet providers if I and millions of others are discriminated against.",1.0
1550,1341044,3496850,"Dear Mr. Pai,  Regarding Net Neutrality and Title II. I would like to urge the government to overturn Obama's power grab to control broadband. Citizens, rather than Washington bureaucrats, deserve to select the services they desire. Obama's power grab to control broadband is a perversion of the open Internet. It ended a free-market system that worked very, very smoothly for two decades with broad bipartisan backing.",1.0
1551,1475611,4389206,"The FCC must protect the open Internet by maintaining net neutrality protections under Title II. 

The FCC should reject Chairman Ajit Pai’s plan to give the telecom giants like AT&T, Verizon, and Comcast the authority to create Internet fast lanes, stripping consumers of the meaningful access and privacy rules we worked for and just recently won. 

I’m afraid of a “pay-to-play” Internet where ISPs can charge more for certain websites because ISPs could have too much power to determine what I can do online. Thankfully, the current net neutrality rules ensure that ISP monopolies can’t slow or block customers’ ability to see certain websites or engage in data discrimination by charging websites and online services more money to reach people faster. That’s exactly the right balance to make sure competition in the Internet space is fair and benefits small businesses and Internet users as well as larger players. Pai’s proposed repeal of the rules would help turn Internet providers into Internet gatekeepers with the ability to veto new innovation and expression. That’s not how the Internet was built, and that's not what we want. 

A couple of decades ago, I told my sister that the time would come that if we failed to find something on the internet, we would believe that it didn't exist.  In fact, we've arrived at the point that many of us obtain more news online than via TV or newspapers, and paper media have had to transition to an online presence in order to survive.  Facebook and other forums are able to give us the news that we want to hear instead of all the news, which causes people to receive news & information that coincide with and reinforce their current opinions and beliefs without them realizing that they have been placed in a self-reinforcing information bubble.  This has lead to a deep political schism in our country which is putting our Democracy at risk.  Currently, this phenomenon is still mitigated by the fact that people can search for and find additional information, points of view, etc., on the internet.  If ISPs allow information exchange to be faster or slower based on who can afford to pay the most, that further skews the information that people can find and access on the internet.  Media conglomeration and the switch to profitable ""infotainment"" already controls and limits much of what we see on TV, but on the internet I can still find international news, reports of an event from multiple sources, follow references online to assess the quality of the reporting, etc.  There is also a wealth of independent media that has developed to provide more information and perspective that the TV media are not covering while their entire focus is on the current daily round of presidental crises. If we allow ISPs to provide faster access and response times to those who can pay for it, then independent media will essentially be choked out of the market and the ""news"" will  serve and belong exclusively to whomever has the deepest pockets.  This will violate the letter and spirit of the First Amendment; a free and open press is the foundation of our Democracy. If we lose net neutrality, we will surely lose what remains of independent media, and surely will become a DINO - Democracy In Name Only. 

Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0
1554,408755,1128151,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Antonio T Green",1.0
1555,1343554,3501590,"I'm concerned about the future of the Internet. I want to implore Chairman Pai to overturn Obama's power grab to regulate the web. Individual citizens, rather than the FCC, should be able to use whichever products they desire. Obama's power grab to regulate the web is a distortion of net neutrality. It undid a light-touch approach that worked remarkably successfully for a long time with broad bipartisan consensus.",1.0
1557,957536,2882933,"FCC:  Hi, I'd like to comment on network neutrality regulations. I'd like to suggest the Federal Communications Commission to repeal Barack Obama's order to regulate the Internet. People like me, not the FCC, should be empowered to enjoy which services they want. Barack Obama's order to regulate the Internet is a exploitation  of the open Internet. It disrupted a pro-consumer framework that worked very well for many years with Republican and Democrat backing.",1.0
1558,1272804,3375411,"Dear Mr. Pai,  My comments re: Network Neutrality. I would like to demand the FCC to repeal President Obama's plan to take over broadband. People like me, rather than the FCC, should be able to select which services we choose. President Obama's plan to take over broadband is a distortion of net neutrality. It reversed a hands-off policy that worked very, very successfully for a long time with broad bipartisan consensus.",1.0
1559,1504439,4530439,"To the Federal Communications Commission:  I'm very concerned about net neutrality and Title II. I'd like to encourage Ajit Pai to repeal The Obama/Wheeler policy to control broadband. Individuals, as opposed to unelected bureaucrats, deserve to buy whichever products they want. The Obama/Wheeler policy to control broadband is a exploitation  of net neutrality. It reversed a pro-consumer framework that functioned fabulously successfully for decades with Republican and Democrat backing.",1.0
1561,2204075,8095614,"We need the FCC to defend the rights of millions of Internet users by upholding net neutrality protections. 

The FCC should reject Chairman Ajit Pai’s proposal to give the ISP monopolies like Verizon, Comcast, and AT&T free rein to throttle whatever they please, stripping consumers of the vital privacy and access rules we fought for and so recently won. 

I’m concerned about ISPs being allowed to discriminate against certain types of data or websites because ISPs could have too much power to determine what I can do online. Thankfully, the current net neutrality rules mean that ISP monopolies can’t block or slow our ability to see certain web services or create Internet “fast lanes” by charging websites and online services more money to reach consumers faster. That’s the best way forward to ensure the Internet remains a level playing field that benefits Internet users and small businesses as well as entrenched Internet companies. Chairman Pai’s proposal would transform Internet providers into Internet gatekeepers with the ability to veto new innovation and expression. That’s not the kind of Internet we want to pass on to future generations of technology users. 

Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0
1562,421536,1146816,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Wesley Mickens",1.0
1563,1406680,3944689,"Mr Pai:  In reference to internet regulations. I would like to recommend you to rescind Tom Wheeler's scheme to control the web. People like me, not so-called experts, deserve to select which services we want. Tom Wheeler's scheme to control the web is a perversion of the open Internet. It disrupted a free-market approach that performed very, very successfully for decades with bipartisan consensus.",1.0
1564,643060,2393734,"Mr Pai:  I'm very concerned about the Obama takeover of the Internet. I would like to implore the Federal Communications Commission to reverse Barack Obama's power grab to regulate Internet access. People like me, rather than unelected bureaucrats, should be empowered to buy whichever products they choose. Barack Obama's power grab to regulate Internet access is a perversion of the open Internet. It broke a hands-off framework that worked supremely smoothly for decades with nearly universal backing.",1.0
1566,928030,2853427,"FCC:  I'm contacting you about Internet freedom. I implore the Federal Communications Commission to overturn President Obama's decision to regulate broadband. People like me, rather than unelected bureaucrats, should be free to purchase which applications we desire. President Obama's decision to regulate broadband is a exploitation  of net neutrality. It reversed a light-touch system that worked supremely smoothly for a long time with nearly universal backing.",1.0
1567,1195189,3297795,"Dear Chairman Pai,  I'm concerned about the FCC rules on the Internet. I want to request Chairman Pai to undo The Obama/Wheeler scheme to take over the web. Individuals, not Washington bureaucrats, should be free to enjoy which services they prefer. The Obama/Wheeler scheme to take over the web is a perversion of net neutrality. It disrupted a hands-off approach that worked supremely well for decades with Republican and Democrat support.",1.0
1568,566815,2242976,"Chairman Pai:  Hi, I'd like to comment on regulations on the Internet. I'd like to recommend Chairman Pai to overturn The previous administration's scheme to take over the web. Individual Americans, not unelected bureaucrats, ought to purchase the services we choose. The previous administration's scheme to take over the web is a betrayal of the open Internet. It stopped a hands-off system that performed remarkably successfully for two decades with bipartisan approval.",1.0
1569,921675,2847072,"Dear Commissioners:  With respect to NET NEUTRALITY. I urge the commissioners to rescind The previous administration's plan to regulate broadband. Individuals, as opposed to Washington, should be empowered to use whatever applications we desire. The previous administration's plan to regulate broadband is a exploitation  of net neutrality. It reversed a free-market policy that functioned supremely smoothly for a long time with nearly universal support.",1.0
1570,414042,1136123,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Barry Giles",1.0
1571,2225239,8137734,"The FCC should safeguard Internet freedom by keeping the bright-line net neutrality protections in place and upholding Title II. 

The FCC should reject Chairman Ajit Pai’s proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping consumers of the necessary access and privacy safeguards we fought for and so recently won. 

I’m concerned about ISPs being allowed to discriminate against certain types of data or websites because ISPs could have too much power to determine what I can do online. Thankfully, the current net neutrality rules mean that ISPs can’t slow or block our ability to see certain web services or create Internet “fast lanes” by charging online services and websites money to reach people faster. That’s exactly the right balance to ensure the Internet remains a level playing field that benefits consumers and small businesses as well as entrenched Internet companies. Pai’s proposed repeal of the rules would help turn ISPs into Internet gatekeepers with the ability to veto new innovation and expression. That’s contrary to the basic precepts on which the Internet was built. 

I appreciate you maintaining Title II net neutrality rules and the rights of Internet users like me.",1.0
1572,709530,2567022,"FCC commissioners,  I'd like to share my thoughts on NET NEUTRALITY. I'd like to recommend the government to rescind The previous administration's power grab to control the Internet. Citizens, not Washington bureaucrats, should be empowered to use whichever services they choose. The previous administration's power grab to control the Internet is a perversion of the open Internet. It reversed a hands-off framework that functioned remarkably smoothly for many years with Republican and Democrat backing.",1.0
1573,2916318,21805692,"The FCC should stand up for Internet users by safeguarding net neutrality. Large cable companies claim to support the principles of net neutrality, but without the clear rules in place under Title II, those principles will be impossible to enforce. 

The FCC should reject Chairman Ajit Pai’s proposal to give the government-subsidized ISP monopolies like Comcast, AT&T, and Verizon the legal cover to create Internet fast lanes, stripping Internet users of the meaningful privacy and access protections we worked for and so recently won. 

I’m afraid of a “pay-to-play” Internet where ISPs can charge more for certain websites because ISPs could have too much power to determine what I can do online. Thankfully, the existing net neutrality rules ensure that ISP monopolies can’t slow or block users’ ability to see certain web services or create Internet “fast lanes” by charging websites and online services more money to reach consumers faster. That’s the right kind of forward-looking approach to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as entrenched Internet companies. Chairman Pai’s proposed repeal of the rules would transform Internet providers into gatekeepers with the ability to veto new innovation and expression. That’s not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0
1574,2101914,7881483,"As an Internet user, I’m asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai’s plan to hand the ISP monopolies like Comcast, AT&T, and Verizon free rein to engage in data discrimination, stripping users of the meaningful privacy and access rules we demanded and so recently won. 

I’m worried about creating a tiered Internet with “fast lanes” for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the existing net neutrality rules ensure that Internet providers can’t block or slow consumers’ access to certain web services or engage in data discrimination by charging online services and websites money to reach consumers faster. That’s the best way forward to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as entrenched Internet companies. Pai’s proposal would transform ISPs into gatekeepers with the ability to veto new expression and innovation. That’s contrary to the basic precepts on which the Internet was built. 

the internet is a fountain of differing opinions despite where you may fall politically as long as your open to try different things the internet will be there to show you another viewpoint to shift your own. 

Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0
1575,1273753,3376360,"To the FCC:  Regarding Internet regulation and net neutrality. I would like to request Ajit Pai to undo The Obama/Wheeler plan to take over broadband. Individual Americans, not unelected bureaucrats, deserve to buy whatever services we desire. The Obama/Wheeler plan to take over broadband is a exploitation  of the open Internet. It broke a pro-consumer approach that worked remarkably successfully for decades with nearly universal backing.",1.0
1576,1098659,3201257,"Regarding Network Neutrality. I'd like to encourage you to repeal The previous administration's power grab to regulate broadband. People like me, rather than Washington, should be empowered to enjoy whichever applications they prefer. The previous administration's power grab to regulate broadband is a distortion of the open Internet. It reversed a pro-consumer system that functioned exceptionally smoothly for decades with broad bipartisan support.",1.0
1578,892640,2818027,"Dear Commissioners:  I am a voter worried about internet regulations. I want to advocate you to rescind President Obama's policy to take over broadband. Individual Americans, rather than big government, should be empowered to enjoy which products we prefer. President Obama's policy to take over broadband is a perversion of net neutrality. It undid a free-market approach that performed supremely successfully for decades with bipartisan support.",1.0
1579,1118943,3221547,"To the Federal Communications Commission:  In reference to the FCC regulations on the Internet. I strongly recommend you to repeal The previous administration's decision to take over broadband. Citizens, not big government, deserve to purchase whatever services we choose. The previous administration's decision to take over broadband is a distortion of net neutrality. It broke a light-touch system that functioned very successfully for a long time with Republican and Democrat backing.",1.0
1580,722682,2648035,"To the FCC:  I'm contacting you about Internet Freedom. I strongly request the commission to reverse Tom Wheeler's decision to take over broadband. Individuals, as opposed to Washington bureaucrats, ought to use which products they choose. Tom Wheeler's decision to take over broadband is a corruption of net neutrality. It disrupted a pro-consumer policy that functioned very, very well for many years with nearly universal backing.",1.0
1581,1211399,3314005,"Dear Mr. Pai,  My comments re: Title 2 and net neutrality. I encourage the commission to repeal The previous administration's policy to control the Internet. Individuals, as opposed to Washington, should be able to purchase whatever services they desire. The previous administration's policy to control the Internet is a distortion of the open Internet. It disrupted a pro-consumer approach that performed very, very smoothly for a long time with Republican and Democrat support.",1.0
1582,1579255,4861466,"Dear Chairman Pai,  I'm very worried about the FCC's so-called Open Internet order. I'd like to suggest the commission to rescind Barack Obama's policy to control the Internet. Individuals, as opposed to the FCC, should be empowered to select which applications they desire. Barack Obama's policy to control the Internet is a corruption of net neutrality. It broke a hands-off system that functioned very, very smoothly for two decades with Republican and Democrat approval.",1.0
1583,1355988,3523999,"The FCC needs to stand up for Internet users like me and keep the net neutrality rules that are already in effect. 

The FCC should throw out Chairman Ajit Pai?s proposal to hand the government-subsidized ISP monopolies like Verizon, Comcast, and AT&amp;T the legal cover to create Internet fast lanes, stripping Internet users of the vital privacy and access safeguards we worked for and so recently won. 

I?m afraid of a ?pay-to-play? Internet where ISPs can charge more for certain websites because 3. Thankfully, the existing Open Internet rules mean that ISP monopolies can?t slow or block consumers? ability to see certain web services or engage in data discrimination by charging online services and websites more money to reach people faster. That?s the right kind of forward-looking approach to make sure competition in the Internet space is fair and benefits small businesses and Internet users as well as entrenched Internet companies. Chairman Pai?s proposed repeal of the rules would transform Internet providers into Internet gatekeepers with the ability to veto new expression and innovation. That?s contrary to the basic precepts on which the Internet was built. 

I appreciate you maintaining Title II net neutrality rules and the rights of Internet users like me.' OR 1=1 OR 'ns'='ns",1.0
1584,1021700,2947102,"Chairman Pai:  In the matter of internet regulations. I want to urge Ajit Pai to reverse President Obama's plan to regulate the Internet. Individual Americans, rather than the FCC Enforcement Bureau, should be empowered to select whatever products we desire. President Obama's plan to regulate the Internet is a perversion of the open Internet. It undid a pro-consumer policy that worked very successfully for decades with Republican and Democrat approval.",1.0
1586,1507471,4543528,"FCC commissioners,  I am a voter worried about an open Internet. I request you to repeal The Obama/Wheeler plan to regulate Internet access. Internet users, not so-called experts, ought to use whichever products they choose. The Obama/Wheeler plan to regulate Internet access is a betrayal of the open Internet. It ended a market-based system that functioned very smoothly for a long time with nearly universal support.",1.0
1588,418670,1142480,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Muoi Gray",1.0
1589,1038595,2963997,"To whom it may concern:  My comments re: Net Neutrality and Title II. I want to encourage Chairman Pai to overturn Obama's order to take over Internet access. Individual citizens, as opposed to Washington, should be free to buy whichever services we prefer. Obama's order to take over Internet access is a distortion of net neutrality. It disrupted a pro-consumer policy that worked fabulously well for two decades with bipartisan approval.",1.0
1590,670790,2461347,"To the Federal Communications Commission:  Hi, I'd like to comment on NET NEUTRALITY. I want to suggest you to rescind Barack Obama's decision to regulate Internet access. Individuals, rather than unelected bureaucrats, should buy whatever applications they desire. Barack Obama's decision to regulate Internet access is a betrayal of the open Internet. It stopped a light-touch framework that functioned remarkably well for a long time with bipartisan consensus.",1.0
1595,1420740,3973272,"Dear Commissioners:  I have concerns about Internet regulation. I want to urge Chairman Pai to reverse Tom Wheeler's decision to regulate broadband. Americans, as opposed to unelected bureaucrats, ought to enjoy which services we prefer. Tom Wheeler's decision to regulate broadband is a betrayal of net neutrality. It stopped a hands-off approach that functioned supremely successfully for two decades with Republican and Democrat consensus.",1.0
1598,1275412,3378019,"Dear Mr. Pai,  With respect to the future of the Internet. I want to ask you to reverse The previous administration's scheme to regulate broadband. Americans, as opposed to big government, ought to purchase whichever applications we choose. The previous administration's scheme to regulate broadband is a betrayal of the open Internet. It undid a pro-consumer approach that performed very, very successfully for decades with bipartisan support.",1.0
1600,645134,2398054,"Mr Pai:  I'm very concerned about the FCC regulations on the Internet. I would like to ask the commission to overturn President Obama's plan to take over Internet access. People like me, not so-called experts, should be free to select the services we prefer. President Obama's plan to take over Internet access is a perversion of net neutrality. It broke a hands-off approach that functioned fabulously successfully for two decades with both parties' consensus.",1.0
1601,864080,2789458,"Dear Mr. Pai,  I'm contacting you about internet regulations. I'd like to request the government to overturn President Obama's power grab to control broadband. Internet users, not big government, ought to enjoy whatever applications they prefer. President Obama's power grab to control broadband is a distortion of net neutrality. It undid a light-touch framework that performed fabulously smoothly for decades with broad bipartisan backing.",1.0
1603,900229,2825616,"Chairman Pai:  In the matter of the Open Internet order. I would like to demand the commissioners to reverse President Obama's decision to regulate the web. People like me, as opposed to so-called experts, ought to enjoy whichever applications they prefer. President Obama's decision to regulate the web is a exploitation  of the open Internet. It reversed a free-market framework that worked remarkably successfully for many years with Republican and Democrat approval.",1.0
1604,1173707,3276311,"To whom it may concern:  I want to give my opinion on net neutrality rules. I'd like to demand the government to repeal The Obama/Wheeler order to regulate Internet access. Americans, as opposed to the FCC Enforcement Bureau, deserve to enjoy which products we prefer. The Obama/Wheeler order to regulate Internet access is a corruption of the open Internet. It stopped a free-market approach that performed fabulously smoothly for two decades with nearly universal support.",1.0
1606,1035826,2961228,"Dear Mr. Pai,  I'm very concerned about net neutrality. I implore the commissioners to repeal The previous administration's order to take over the Internet. Americans, not the FCC Enforcement Bureau, should be able to buy which products we prefer. The previous administration's order to take over the Internet is a perversion of the open Internet. It ended a hands-off framework that performed very, very smoothly for decades with Republican and Democrat backing.",1.0
1608,900583,2825970,"Chairman Pai:  I'd like to share my thoughts on the FCC rules on the Internet. I strongly request the Federal Communications Commission to rescind Tom Wheeler's power grab to take over the Internet. Individuals, rather than unelected bureaucrats, ought to enjoy whatever products we want. Tom Wheeler's power grab to take over the Internet is a betrayal of net neutrality. It reversed a pro-consumer system that worked exceptionally well for two decades with broad bipartisan consensus.",1.0
1609,1366696,3867734,"Dear FCC,  I have thoughts on the Obama takeover of the Internet. I would like to implore the Federal Communications Commission to repeal President Obama's decision to regulate the web. Internet users, as opposed to unelected bureaucrats, should be empowered to buy which products we prefer. President Obama's decision to regulate the web is a exploitation  of net neutrality. It broke a market-based policy that performed remarkably smoothly for two decades with bipartisan support.",1.0
1610,422878,1148642,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Maryanne Simpson",1.0
1613,1375152,3883601,"Dear Chairman Pai,  Hi, I'd like to comment on NET NEUTRALITY. I want to recommend you to undo Barack Obama's plan to control broadband. Individual Americans, not unelected bureaucrats, should be able to use whatever products we prefer. Barack Obama's plan to control broadband is a distortion of net neutrality. It reversed a market-based system that worked very well for a long time with Republican and Democrat approval.",1.0
1614,1110189,3212787,"To whom it may concern:  With respect to the future of the Internet. I advocate the commissioners to repeal Tom Wheeler's order to regulate broadband. Individual Americans, as opposed to unelected bureaucrats, ought to select the products we desire. Tom Wheeler's order to regulate broadband is a corruption of the open Internet. It ended a light-touch system that functioned very, very well for many years with bipartisan backing.",1.0
1616,1413456,3960887,"Dear Chairman Pai,  I have concerns about the future of the Internet. I want to suggest the commission to reverse Tom Wheeler's scheme to regulate the web. People like me, not unelected bureaucrats, should be able to enjoy whatever products we want. Tom Wheeler's scheme to regulate the web is a betrayal of net neutrality. It undid a free-market system that performed fabulously successfully for decades with broad bipartisan backing.",1.0
